,Tweet Posted Time (UTC),Tweet Content,Tweet Location
4134,2020-03-28,Pardon me  but lock down has limitations  population might have a huge mental health problems next. Bad economy is worse than bad health  long term consequences are terrible   it requires guts but herd immunity maybe an option  India now suffers from fear,Bangalore
4135,2020-03-28,The data doesn't support this kind of lockdown. The infections are not spreading like wildfire and the symptoms are mild. Especially if it doesn't go up drastically in the next week  will be a crime against the people to extend the lockdown and destroy their lives,Bangalore
4136,2020-03-28,Lockdown comedy! Enjoy ,Bangalore
4137,2020-03-28,#AskZee we are in complete lockdown but still 149 corona patients reported today why?,Bangalore
4138,2020-03-28,It's obvious that lockdown is a good idea like GST. Even good ideas become counterproductive if badly planned and executed. It happened with GST and it's unfolding with Corona now. Sycophancy blinds even the educated.,Bangalore
4139,2020-03-28, percent social distence maintenance and Home stay during lock down orders play most important role I breaking chain of COVID 19 epidemic infectuas dieases control. ,Bangalore
4140,2020-03-28,#Lockdown 4th day  we again got into #PowerDown situation. And it's the 3rd time we are facing this problem today. Hello @NammaBESCOM this tweet is coming from E6 subdivision. All is well?,Bangalore
4141,2020-03-28,This 21 days lockdown is our warm up 8 months curfew was our workout ,Bangalore
4142,2020-03-28,People of India are adoment in fallowing lock down orders and instructions to home stay.keeping social distence are in wine none of them especially most of ignorent and Negligence people gathered in market bus stands purchase of growssary vegetables etc not fallowing Modiji rules ,Bangalore
4143,2020-03-28,Post lockdown plan #1: Gorge on chicken momos and/or puchkas. #lockdown #coronavirusindia #CoronaStopKaroNa,Bangalore
4144,2020-03-28,After the pandemic we will reorganize the work culture immune to any lockdown.,Bangalore
4145,2020-03-28,Imagine if every single person on this planet would have pledged to wear protective gear over their face so as to not spread the virus. No country would have had a lockdown. No one would have to stay away from others. The world economy wouldn’t collapse. Fewer lives lost.,Bangalore
4146,2020-03-28,Nice! These Bengaluru residents are making sure strays don’t go hungry amid the lockdown. ,Bangalore
4147,2020-03-28,Absolutely necessary ! India is already in full lockdown but still some idiots roam around ! shd be in full lockdown sure !,Bangalore
4148,2020-03-28,21 days no Compliance with lockdown For if the police on the Road for 21 days . Have to be deployed on So our education  Our understanding And our lives The dust is just right.,Bangalore
4149,2020-03-28,Record lows in traffic congestion mandated by the #lockdown  has improved #airquality significantly. It shows us that clean air is an attainable goal for the future. To continue to keep Bengaluru pollution-free  let’s make the switch to #ElectricVehicles. #NammaRideNammaPride,Bangalore
4150,2020-03-28,@narendramodi @timesofindia @republic @publictvnews My Contribution to my tennants because of LOCKDOWN. ,Bangalore
4151,2020-03-28,Appalling  it shows govt. has not done its home work well before declaring lock down.,Bangalore
4152,2020-03-28,Inside Karnataka's COVID-19 Control Room. Website launched for all things related to COVID-19 - https://covid19.karnataka.gov.in/ This is to help people affected by lockdown  @mla_sudhakar says. New helpline number - 155-214 - launched,Bangalore
4153,2020-03-28,They have to arrest nth rated idiot like you  all of you  those who violate lockdown order must be punished and arrested for attempt to murder charges or mass murder charges without any bail.sudarjao neechlog Watch Ramayan at least &amp; become good citizens  this is the only chance,Bangalore
4154,2020-03-28,1st Hunger death and many more will be there with incompetent Govt. #LockdownWithoutPlan #lockdown #आलसी_जावड़ेकर #Covid_19,Bangalore
4155,2020-03-28,There were rumours that Covid19 is a chicken-pox like disease where once recovered  you’re automatically immune. Well that’s not the case it seems. We’re at risk of lockdown becoming the status quo unless a vaccine is found. ,Bangalore
4156,2020-03-28,My #Covid19 #lockdown version of “I want to smoke what he’s smoking” is... “I want to read what he’s reading” ,Bangalore
4157,2020-03-28,"Someone asked: ""How are you? How's your life going during this lockdown period?"" Me: ""I have to ask for leaves even on weekends (Saturday and Sunday) from my Manager."" ""Someone"" laughed on my poor condition. #WFH #CoronaLockdown #work",Bangalore
4158,2020-03-28,I guess we now know how to cleanse the Delhi air. May be a City wise lockdown for a couple of days every six months.. ,Bangalore
4159,2020-03-28,Gubbi MLA & @JdsKarnataka leader @SRSrinivasVasu2 defies #LockDown orders. Gets his grandson out on the #BHRoad #Tumakuru right in front of the SP office to play with remote controlled car. @DeccanHerald @CMofKarnataka @BSYBJP @hd_kumaraswamy #Gubbi @DgpKarnataka,Bangalore
4160,2020-03-28,Feel lucky you’re here in India where govt didn’t take much time before putting the whole nation under lockdown. Modi govt always keep our lives ahead of the Economy. #StayHomeSaveLives @PMOIndia,Bangalore
4161,2020-03-28,@NetflixIndia what will happen when you run out of Series and movies during this lockdown or if this lockdown gets an extension!!! #COVID2019india #lockdown #Day4lockdown,Bangalore
4162,2020-03-28,Before #corona this disease named as #poverty will kill my nation. You never know  If these people had passport they might have been airlifted from #India to #India. #LockdownWithoutPlan #lockdown #CoronavirusOutbreak #COVID2019india #CoronavirusLockdown,Bangalore
4163,2020-03-28,Let’s make this lockdown a success India #IndiaVsCorona #StayHomeStaySafe,Bangalore
4164,2020-03-28,Sir thanks a lot for retelecasting Ramayan & Mahabharat. Is it possible to retelecast Shaktimaan serial as well. It's a small request from me. Lot of childhood sweet memories are associated with 90's era. It's an another good option to spend 21 days lockdown period in a great way,Bangalore
4165,2020-03-28,It is the perfect time to explore what was left unexplored.This Lock-down shall help people to unlock their creativity. While we pray for the humble hearts around the Globe we have to remember that We are in this together by being away from each other (3/3) #IndiaFightsCorona,Bangalore
4166,2020-03-28,Wow super ycp has failed in intra state lock down. But dey r rejecting neighbour state people and already nearly 25k travled from other countries to ap and most of them r not self quarantine. Roaming in streets of ap.. Last week CM announced dont panic on Corona. Why u r panic.. ,Bangalore
4167,2020-03-28,Lock-down is urging people to take up multi roles while at home. The reality of the World can only be sensed when you have a common datum. In the present scenario  it is certainly teaching people what being humble means. (1/3) @narendramodi,Bangalore
4168,2020-03-28,You are playing dirty politics with such sentiments. UP villages are relatively free of virus & you want to destroy it. Then what is the purpose of lockdown. I never expected it from you sir. Hope you don't forget what nri gharwapsi to kasargod did,Bangalore
4169,2020-03-28,#aanshu#day15#lockdown#17days to go @Munnekolal  Marathalli  Bangalore https://www.instagram.com/p/B-RSIqjgQRu/?igshid=1clnopk0odzqw,Bangalore
4170,2020-03-28,Good morning all ! Day off today frm hospital ! Wht u guys upto in lockdown ! #Day4lockdown #StayHomeStaySafe #IndiaBattlesCoronavirus,Bangalore
4171,2020-03-28,They are busy in a meeting about the loss due to lockdown ... ,Bangalore
4172,2020-03-28,We are fighting against COVID 19 by lockdown in home ... spent our time with our family follow TV the Ramayana ..... ,Bangalore
4173,2020-03-28,There are report that due to lockdown  domestic violence increase  mental health of people  increased stress  psychological behaviour impact noticed worldwide. We've complete focus on fighting with #Corona bt  is something GOI/ State govt can do in this?@PMOIndia @narendramodi,Bangalore
4174,2020-03-28,True..But there has to be strict rule followed otherwise no point in having lockdown community spreading will become inevitable..I’m sure government is ensuring rules to be followed in these places,Bangalore
4175,2020-03-28,#AskZee Even though it is completely Lockdown But I cannot be in Peace Worrying for the Stray Animals Suffering without Food &amp; Water on Roads. So I am Continuously going out with Food &amp; Water Feeding the Hungry Stray Animals in Bangalore. ,Bangalore
4176,2020-03-28,Freudian slip. Iyengar is accepting that they are as deadly as Corona. So instead of lockdown is it not easier and better to isolate this &lt;5% deadly virus for public good?,Bangalore
4177,2020-03-28,What is wrong in beating lock down violators? I don't find anything wrong. Here everybody want to implement the lockdown for the sake of others life where some want to see the city village  etc. Can't they understand the seriousness of the issue? ,Bangalore
4178,2020-03-28,The pandemic fear is overstated in India. Even with the current rate(873 as of now) we will have few thousand in 4/5 weeks. These figures do not merit a country wide lockdown. #COVID2019india,Bangalore
4179,2020-03-28,Arranging everything nearby area instead of allowing them to move is the only option to keep healthy villages healthy. If people are moving in masses what is the use of lockdown,Bangalore
4180,2020-03-28,Are MLA  MP  MLC taking care of their constituencies  visiting their areas frequently ( ofcourse with full precautions) to address the challenge during #lockdown ? If not now  then when will? #Coronaindia #COVID #COVID19 @PMOIndia @narendramodi,Bangalore
4181,2020-03-28,When all you need to do is  just be at home #stayhome #breakthechain #covid19 #lockdown #india #selfisolation #day9 #quarantinedays #weshallovercome #footballanywhere #vamos #futbolistas #juggleit #placeit #catchit #kickit #stayfit #wakefit ,Bangalore
4182,2020-03-28,#TodayatBIC #bicpodcast #BICTalks is our newest venture with new episodes every week. In Episode 1  our host  @zeusisdead speaks to @kiranshaw about the lock down and our readiness. The podcast can be streamed here: http://shorturl.at/djzFI #test #covid19,Bangalore
4183,2020-03-28,@drharshvardhan we need to do mandatory test for all doctors/ healthcare staff country wide for COVID-19 atleast on weekly basis. @PMOIndia @AmitShah #Coronaindia #lockdown,Bangalore
4184,2020-03-28,Have look at this idiots !!!Where is the lockdown @BSYBJP @mepratap @dp_satish @BlrCityPolice @CMofKarnataka @deepolice12,Bangalore
4185,2020-03-28,I feel #lockdown of 02 day has to be done every 03 months to keep the life and any virus in control. #QurantineLife,Bangalore
4186,2020-03-28,Dear @sonakshisinha #Ramayan serial is going to telecast again from tomorrow at 9 am. Please watch '#Ramayana' in your home 'Ramayana' along with your father #Shatrughan  brother #Luv and #Kush in these #Lockdown days. Please don't respond like mad next time.,Bangalore
4187,2020-03-28,#EMI SEE HOW @Kissht_EMI harrassing us in lockdown period @RBI @BSYBJP @nsitharaman @DgpKarnataka @deepolice12 @BangaloreMirror @tv9kannada @ABPNews @narendramodi @INCIndia,Bangalore
4188,2020-03-28,“You can always find a distraction if you’re looking for one.” .. . . #quarantine #stayhome #staysafe #stayhealthy #stayathome #lockdown #lockdown2020 #pandemic #boredaf #bengaluru #bloggersofinstagram… https://www.instagram.com/p/B-RMzuZp9o9/?igshid=y9kg77s5htqx,Bangalore
4189,2020-03-28,Hundreds of #Fishermen &amp; daily wage labourers from #TamilNadu #Kerala #AndhraPradesh are stranded at old #Bunder area of #Mangaluru due to #LockDown. #Covid19 #CoronaVirus #Karnataka. #Food #Livelihood @DeccanHerald @CMofKarnataka @BSYBJP,Bangalore
4190,2020-03-28,@Dist_Admin_Jmt please help them to survive in chennai in this critical lockdown situation. They all are belongs to jamtara and deoghar jharkhand @DCDeoghar @HemantSorenJMM @JharkhandCMO https://twitter.com/Dist_Admin_Jmt/status/1243567551247831040,Bangalore
4191,2020-03-28,SUMMARY: Lockdown in Hubei was lifted 2 days ago and people wanted to go back to work in Jiangxi. Jiangxi police would not let them in. People from Hubei got mad. Jiangxi police invaded Hubei police jurisdiction  causing fights between the police. Riots ensued. ,Bangalore
4192,2020-03-28,Police personnel from #TeamDurga unit of Hospet #police crackdown on those defying the #LockDown orders unnecessarily in #Hospet  #Ballari. @DeccanHerald @CMofKarnataka @BSBommai @DgpKarnataka @D_Roopa_IPS #Covid19 #CoronaVirus #Lockdown #Karnataka.,Bangalore
4193,2020-03-28,Okay  let’s be grateful and see the positivity during lockdown. I’m grateful because I sleep better  eat on time. Able to spend time with family. I read  paint and can catch up on tv shows. What are you grateful for? #Lockdown21 #Covid19 #Quarantine,Bangalore
4194,2020-03-28,To be honest  lockdown is meaningless now  damage has been done. Even third world countries have better crisis mgmt. Whole world laughing at so called lockdown with more ppl on streets than home ,Bangalore
4195,2020-03-28,@howcashflow when there is @lockdown total India is @flowingurine @abhisar_sharma @AsifBelavanaki @doamuslims @basheerINC @IndiasMuslims @HansrajMeena @dhruv_rathee,Bangalore
4196,2020-03-28,@SpDavangere Sir my friend is doctor lives in davanger. He works for Harihar gvt hospital. His bike is punctured and he couldn't go to hospital. During this lockdown how to get it fixed? Any mobile service available? Kindly help.,Bangalore
4197,2020-03-28,@DCPSouthBCP @DCPSEBCP @CPBlr @BSYBJP @CMofKarnataka We need to urgently address the problem of lockdown by RWAs of big complexes in #Bengaluru .Sadly my calls to 100 has been of no use as I see people still on the ground.Police should be taking rounds within these complexes.,Bangalore
4198,2020-03-28,This is what can happen if we don't get our act right. People are traveling in Iran and meeting people  while they should be in a lockdown. New coronavirus cases surge by a record 2 206 in Iran after millions travel https://www.livemint.com/news/world/new-coronavirus-cases-surge-by-a-record-2-206-in-iran-after-millions-travel-11585254409428.html https://bit.ly/32XEfFE,Bangalore
4199,2020-03-28,@IndiaPostOffice Is India post not functional during lockdown? Had to send some life saving drug for my father who is a post transplant patient from Bangalore to Deoghar Jharkhand! The private courier services too have been shut! Please help or let us know the way forward!,Bangalore
4200,2020-03-28,2/6 Border closure at this time has little or no impact & shall further economic hardship 3/6 National lockdown is not productive as it reduce the population resilience during the peak infections 4/6 Preparedness for case load should be the highest priority now 5,Bangalore
4201,2020-03-28,@bigbasket_com first you cancel an order supposed to be delivered today which was placed well before the lockdown. And also you don’t even bother to inform us. Now no more slots are available for order 1/2,Bangalore
4202,2020-03-28,Good friend Shekhar helps parents with ideas on how to keep kids happy through this lockdown. Of course  the idea of this video is not to address the needs of millions stranded and in distress due to hunger and poverty. That crisis GOI must address with deep humanism; not lathis. ,Bangalore
4203,2020-03-28,Day 4 of 21 days Lockdown Journal Never ever have I thought  I'd be able to make upma with the same taste and consistency as mum makes. I feel so friggin proud of myself However  I did disturb mum for a good… https://www.instagram.com/p/B-RDgAWlyfA/?igshid=1eg2l78lk8rgs,Bangalore
4204,2020-03-28,In the world of NetFlix  Amazon and Hotstar an experience apart Living 90's once again #Ramayan #PrasarBharti #Doordarshan #Netflix #coronavirusindia #lockdown,Bangalore
4205,2020-03-28,@PMOIndia @narendramodi_in thank you for all the hard work which has been put for the lockdown. One suggestion if we as a nation will implement it will help a lot. ,Bangalore
4206,2020-03-28,Police commissioner and BBMP Commissioner should see that people roming in the streets without jobs and voilaters of laws of the land create nonsense gatherings on the Roads and vacant place parks  market place etc during lock down period and home stay.orders clear Foot bath vend ,Bangalore
4207,2020-03-28,Can't really blame him after the clap's ad ll it was sure that EVM didn't have the issue the ppl have chosen the government let them face it this lockdown will give a better lesson for the ppl ad later fr the government until then let him enjoy Ramayan ppls demand ,Bangalore
4208,2020-03-28,We need more testing kits  volunteers and perform repeat testing atleast once in week for one member in every family in india in the lockdown period  identify and quarantine  look to be solution else we'll end up increasing lockdown period.@drharshvardhan @PMOIndia @narendramodi,Bangalore
4209,2020-03-28,Dear @narendramodi ji we can't allow infested ISIS ppl entering our state. Lockdown means lockdown... Nothing else  Dear @BSYBJP avre  dont listen to Modi ji  listen to voters first.,Bangalore
4210,2020-03-28,@PandaJay Sir  how come no proper arrangements were done for the poor migrant workers before declaring the lockdown. Any explanation? Or is it pure incompetence of our govt.,Bangalore
4211,2020-03-28,No of episodes are more than 21. Is the lockdown going to continue for a few more weeks ?? ,Bangalore
4212,2020-03-28,@toughrajpoot bhai in short lockdown will continue till June.. Happy Summer at home ,Bangalore
4213,2020-03-28,Lockdown is a good time to practice your culinary skills  egg burji for breakfast in the times of #COVID lockdown.. Stay safe  stay healthy ,Bangalore
4214,2020-03-28,Day4 reliziant citizens. Following line and keeping distance. Waiting a little longer and being calm and patient is a miniscule price to pay. #Lockdown21 #lockdown #lockdownindia #21daylockdown,Bangalore
4215,2020-03-28,"Glimpse of water therapy to stay hydrated during this lockdown period. Let me know which letter ""W - A - T - E - R"" you choose today? #positivity #mentalwellbeing #covid19 #lockdown #therapy",Bangalore
4216,2020-03-28,"#nowplaying ""Sounds of nature"" - By 'Winged Artists' - (Album name: 'Hiding Humans') #lockdown @Cooke Town https://www.instagram.com/p/B-Q5Ka-JuY4/?igshid=cce6r6mwfwuu",Bangalore
4217,2020-03-28,National College grounds in #Bengaluru converted into a vegetable market to avoid crowding of people &amp; follow #SocialDistance rules. But no one is following it in reality. @DeccanHerald @CMofKarnataka @Tejasvi_Surya #lockdown @BBMPCOMM #Karnataka,Bangalore
4218,2020-03-28,"It will be interesting to look at crime statistics during this #lockdown . Exclude cases relating to people arrested for defying the lockdown or those skipping quarantine - look at ""regular"" offences.",Bangalore
4219,2020-03-28,And we think kids must be more careful during this lockdown. These type of careless will be a doom for us all. Who's gonna teach them #COVID19 #Coronavirus #IndiaFightsCorona @BlrCityPolice @sbpurabcp1,Bangalore
4220,2020-03-28,Lockdown day 3. Mother and I get into an argument. she doesn't want me to do the dishes cause I'm working late and have no time. And I refuse to let her do it and tell her to leave it to me. So we get into a yelling match about who should take care of whom. ,Bangalore
4221,2020-03-28,All are suffering with no food in Karnataka during lockdown can anyone give and help them to get food and water footpath sellers are suffering a lot with lockdown. Anyone take a action to cover this,Bangalore
4222,2020-03-28,Lockdown underway Cases increasing linearly Stimulus announced #Covid19 expanding quickly Testing Testing Testing Testing Testing Testing More testing More resting Much more testing please before it's too late. @PMOIndia @MoHFW_INDIA @ICMRDELHI,Bangalore
4223,2020-03-28,@PMOIndia Dear PM sir  small but important request to you and your good office to help people to get essential items of hygiene  protective gears  ration etc to keep your request of complete lock down. Local administration is not supportive. ,Bangalore
4224,2020-03-28,@ICICIBank still i am suffering completely bnlgr os lockdown. What to do. Police not allowing to go anywhere. CC is not connectable. Please help,Bangalore
4225,2020-03-28,@drashwathcn Sir  pl arrange Vegetable/Fruit makeshift market at #Malleswaram grounds  till this #lockdown ends. Here  street vendors are selling these items at exorbitant price. #MalleswaramResidents,Bangalore
4226,2020-03-28,#roofgarden finally taking shape... Something to do during #lockdown ... #stayhome #staysafe @Bangalore  India https://www.instagram.com/p/B-QwW7FFeHt/?igshid=1u00zcqktk5md,Bangalore
4227,2020-03-28,But few didn’t understood what lockdown means,Bangalore
4228,2020-03-28,Essential services are functioning..who says it is not.. For gen public  lockdown is reqd   else chances of spreading is very high.,Bangalore
4229,2020-03-28,Answers are on the video clips of media watching no need questions on telephone telivisions are playing on this to educate people of India to Fallow lock down orders and Home stay  Distence maintenance etc because we don't have medicine to cure this http://COVID19.Ne,Bangalore
4230,2020-03-28,I don’t see any meaning for lockdown in karnataka. Enough of warnings and high time to take strict action @CMofKarnataka @narendramodi #IndiaFightsCorona,Bangalore
4231,2020-03-28,Some ideas for positive action in India. Not just lockdown a nation and expect all is well. @narendramodi @drharshvardhan @PrakashJavdekar @nsitharaman @rajnathsingh @PiyushGoyal @rashtrapatibhvn #COVID2019india,Bangalore
4232,2020-03-28,Hey Pappu  We chosen @narendramodi govt and I am sure  he will handle better. Why you can go to your grandmother place and Njoy your Holiday on this lockdown  by the way how much you contributed to PM relief funds..? Why can’t you contribute from your Swiss account..?,Bangalore
4233,2020-03-28,Lockdown from day 1. ,Bangalore
4234,2020-03-28,Muslims spreading #CoronavirusOutbreak in Bengaluru  Karnataka  India . They are doing jehad terrorism by killing themselves and their family and societies. Shame on thuggish Muslims who r going to masjid during #lockdown,Bangalore
4235,2020-03-28,A pretty fragrant #mallige #jasmine in Kate garden in #lockdown times #NatureIsSupreme – at Vittal Mallya Road,Bangalore
4236,2020-03-28,@PMOIndia @chairmanbwssb @bwssbchairman @bbmp Mr. Prime Minister ji. You promised to us that we will get troubled at this lockdown situation  this authority made our life miserable. 1. Bwssb( water) 2. Bbmp ( municipal Corporation)   bangalore,Bangalore
4237,2020-03-28,Who’s are reading the newspaper or your articles in this lockdown.. Do some positive vibes and articles in this situation. Shame on you saba Naqvi You guys will never change,Bangalore
4238,2020-03-28,That is called foolishness... when the nation is under lockdown means  one must follow the rules and stay home or get lathi danda... its people's choice.,Bangalore
4239,2020-03-28,Citizens of India needed patience to Fallow Hon Narendra Modiji PM of India call is voilated in Many place of india.lock Down and stay Home  maintining Distence  are totally failure in collecting food items in the market place etc negligence of people Day to day increasing COVID. ,Bangalore
4240,2020-03-28,New video : Expat in INDIA - Lockdown VLOG Week 3 - March 2020 https://youtu.be/sNVb4oeGAko via @YouTube #bangalore #india #lockdown #PandemicCovid19,Bangalore
4241,2020-03-28,#Morning regimen started with tea for our guards  #walkathome   #meditation using #calm and then this beautiful #artwork ....Try make this #lockdown beautiful with preferences to your #mind #soul #heart… https://www.instagram.com/p/B-QqqZoBaCS/?igshid=u50yptpqacqa,Bangalore
4242,2020-03-28,While they did >4 lakh tests weekly  & India is staggering at Lockdown is mitigation! I have started to wonder how is India better than UK who has been in denial of real-time situation.,Bangalore
4243,2020-03-28,@narendramodi sir can you end the #lockdown from 29th March 7:03 pm...,Bangalore
4244,2020-03-28,Pl don’t indignity those who couldn’t buy online or store enough like this. The govt must open relief centres everywhere per the National Disaster Mgmt Act. It shouldn’t be an afterthought of a lockdown. Today @csogok can direct all wards and panchayats ensure no one hoes hungry,Bangalore
4245,2020-03-28,@rsprasad This is humane? Really? @rahulkanwal this is how to take care of those @narendramodi didn’t think of in his pompous lockdown? Don’t we have a humane bone in anyone in this Govt? ,Bangalore
4246,2020-03-28,This is India. This is RSS Selfless In service of people of India In crisis Irrespective of religion caste region or language @realDonaldTrump @ImranKhanPTI RSS workers come forward to Help society  provide food to poor and needy during Lockdown ,Bangalore
4247,2020-03-28,"Wil they return after the lockdown is over? Why stay in some other ""unsafe"" nation when u believe that India is in safe hands?",Bangalore
4248,2020-03-28,ok boomer girl after attending video conference meetings during coronavirus lockdown: whatever you sayyyy  zoomer,Bangalore
4249,2020-03-28,Flu vs Covid-19. Symptoms ,Ahmedabad
4250,2020-03-28,HELP DAILY WAGERS EARNER TO SUSTAIN THERE LIFE Covid 2019 spread world wild and now its time to help people across the city. Now its time to act seating at Home  for who is working On Be a CHANGEMAKER by helping Please click here to donate now. ,Ahmedabad
4251,2020-03-28,@BajrangdalOrg @vhporg Food distribution in Ahmedabad covid-19 Bajarang dal president jwalit Mehta until lockdown nd daily 2000 needy persons!! ,Ahmedabad
4252,2020-03-28,If every Indian contribute Rs 10 per family member. We will get approx 1300 Cr to fight against COVID-19 fir us. ભારત માતા ની જય Sir Here is a small contribution... @narendramodi Ji ,Ahmedabad
4253,2020-03-28,Let’s sleep . . . . . Tomorrow morning have to wake up early to abuse XiJinping and his #ChineseVirus and sleep again. #CoronaLockdown #CoronaUpdate #COVID #Covid_19 #ChinaVirus,Ahmedabad
4254,2020-03-28,Right Said..... #Lifeline #IndiaFightsCorona #Covid_19india #StayHomeStaySafe #Patriotism #JaiHind #GoCorona But All Contributing their part from home for our Nation.... Excellent Gesture...Take Care All Doctors Truck Drivers  Grocery People Pl...,Ahmedabad
4255,2020-03-28,A small contribution to fight covid-19 All are requested to do so Jaan hai to jahan hai @PMOIndia #FightAgainstCOVID19 @narendramodi @vijayrupanibjp,Ahmedabad
4256,2020-03-28,Can we do our bit. Please contribute and post. Can we dedicate 29th March 2010 for “PM CARES COVID FUND” PM CARES COVID FUND: A/c Name:PM CARES A/c No: 2121PM20202 IFSC Code: SBIN0000691 SWIFT Code: SBININBB104 UPI ID: pmcares@sbi,Ahmedabad
4257,2020-03-28,Let's Donate and help to @narendramodi for fight againts COVID - 19 #IndiaFightsCorona #pmcares – at Gota,Ahmedabad
4258,2020-03-28,Even being a big state UP saw a very low no of #Covid_19 cases and India is doing fine in containing the virus comparing to other nations including developed ones.Conspiracy to defame Modi Govt? Or trying to shift responsibility of higher nos to Yogi govt or both?@ArvindKejriwal,Ahmedabad
4259,2020-03-28, Sandesh News Coverage #coronawarrior #coronawarriors #covid_19 #stayhome #staysafe #youtubers #youtubechannel #anshimehta #peace #unity #nation #love #respect #coronaoutbreak #corona #sandeshnews #gujarat… https://www.instagram.com/p/B-SIxKFHvF7/?igshid=1py4do66ggte6,Ahmedabad
4260,2020-03-28,@DDNational should also show us Aankhen serial. That too also very famous show on channel. This is our childhood memories. #StayHomeIndia #staysafe #FightAgainstCOVID19 #Covid_19india https://twitter.com/DDNational/status/1243919248793059329,Ahmedabad
4261,2020-03-28,@DDNational should also show us Aankhen serial. That too also very famous show on channel. This is our childhood memories. #StayHomeIndia #staysafe #FightAgainstCOVID19 #Covid_19india,Ahmedabad
4262,2020-03-28,We are lucky enough that this pandemic hit us after the #CloudComputing age evolved  else we would have been in a different situation. #DigitalTransformation #technology #digitaldisruption #pandemic #COVID #Covid_19,Ahmedabad
4263,2020-03-28,What did you learn from this pandemic? #COVID #COVID2019 #Covid_19 #inittogether,Ahmedabad
4264,2020-03-28,For strong BHARAT to fight against covid-19 @narendramodi,Ahmedabad
4265,2020-03-28,@saurabhtop This video viral on Facebook and whatsapp little girl infected with covid-19 it's real or fake? https://m.facebook.com/groups/1017064328339799?view=permalink&amp;id=3005829279463284&amp;fs=1&amp;focus_composer=0,Ahmedabad
4266,2020-03-28,How is the COVID-19 Virus Detected using Real Time RT-PCR? ,Ahmedabad
4267,2020-03-28,Just In: 8 new cases of Coronavirus infection reported from Gujarat  taking the total number of cases to 55. One female patient infected with Covid-19 died  taking the number of deaths to four in the state: Health Department @the_hindu,Ahmedabad
4268,2020-03-28,You guys will be held responsible in the court of God if COVID-19 infects to community. Be careful.,Ahmedabad
4269,2020-03-28,Let's generate some Positivity and fitness in this COVID 19 lockdown... The Game is *Workout in Lockdown* Actions: 1st action- Daily workout and post workout the Photo with the caption for the same with… https://www.instagram.com/p/B-R0v8_HO2x/?igshid=7e056jnc63gu,Ahmedabad
4270,2020-03-28,You are the best sir Thank you @akshaykumar #Covid_19 #coronaupdatesindia #CoronaCrisis #lockdown @PMOIndia @narendramodi,Ahmedabad
4271,2020-03-28,#WhereIsAmitShah Asking We the People of Gandhinagar Lok Sabha Constituency  Which is Represented by Amit Shah. Shah is doing nothing for Gandhinagar People in Response to the Coronavirus Pandemic. #CoronaLockdown #Covid_19india #Vejalpur #Jodhpur #Sarkhej #Makarba #Fatewadi,Ahmedabad
4272,2020-03-28,#Covid_19 seen some tweet that @akshaykumar donated 25 cr in PM fund but what hv khan done  Pl refrain from such comment  this is emergency situation  we have to fight it together  after that we can raise issue but till14 Let's keep bharat first  @narendramodi #IndiaFightsCorona,Ahmedabad
4273,2020-03-28,Pick peopke walking on the way also please @CMOfficeUP #Covid_19india,Ahmedabad
4274,2020-03-28,We will stop considering ourselves superiors to rest of the existence and accept ourselves just as part of nature. This is what I hope would happen  but I don't think human society is there yet even after global crisis of covid 19.,Ahmedabad
4275,2020-03-28,Whole building of hospital was waiting for inauguration in Ahmedabad. That’s new civil hospital. And that had 1200 bed capacity which was converted for CoVid-19. Rest are 250-250-500 beds hospitals in other cities. Gujarat didn’t build new hospitals like China. Just converted.,Ahmedabad
4276,2020-03-28,Look what I shared: New study says ‘high temperature and high relative humidity significantly reduce’ spread of COVID-19 – http://wordpress.accuweather.com @MIUI|,Ahmedabad
4277,2020-03-28,Now this is the another serious issue which needs to be sorted by each states  such exodus may lead to further cases of #Covid_19 &amp; also will disrupt the entire mfg industry when all settles down. #MigrantsOnTheRoad,Ahmedabad
4278,2020-03-28,In current lockdown situation to prevent COVID 19#With great initiative by commissioner AMC and of HN SAFAL &amp; other developers today appx 8000 kit consists of milk &amp;grocery to slum dweller#kudos team AMC @vnehra @cmo @pmo @collectorahmedabad @udd @policecommissinor @urbandevement,Ahmedabad
4279,2020-03-28,An earnest appeal to all to take COVID 19 seriously ! Practice good hygiene  #socialdistancing and #StopTheSpread #Coronavirus #Covid19 #StayHomeStaySafe Together we cn break the chain ,Ahmedabad
4280,2020-03-28,Covid-19  you mean #ChineseVirus19 ?,Ahmedabad
4281,2020-03-28,"#IIMA Prof. Pritha Dev and Prof. Anindya Chakrabarti talk about social distancing in a densely populated country and its cost burdens in the article  ""Is social distancing the best way to fight Covid?"". Read here: https://epaper.thehindubusinessline.com/Home/ShareArticle?OrgId=GTQ79U5C2.1 #SocialDistancingNow #COVID",Ahmedabad
4282,2020-03-28,In this COVID-19 situation  majority of banks have started offering charges free transactions  while @Paytm has started taking benefits out of it. @Paytm has started charging 2% on every credit card transactions to the wallet. @narendramodi @nsitharaman @ianuragthakur @RBI,Ahmedabad
4283,2020-03-28,Enough of Covid 19 .Enjoy this video Have a good laugh which is good for your health. ,Ahmedabad
4284,2020-03-28,Roses are Red  Sky is blue  Ghar baith Varna Mar jayega re tu! #CoronaLockdown #CoronaAhmedabad #Lockdown21 #lockdown #StayHomeStaySafe #COVID2019india #COVID #LockdownHouseParty,Ahmedabad
